,bedroom_count,bath_count,finished_sq_feet,home_value,year_built,tax_amount,fips
92,3.0,3.0,1556.0,317333.0,1955.0,4011.7,6037.0
93,3.0,2.0,1428.0,196834.0,1937.0,2499.83,6037.0
94,2.0,1.0,1360.0,163190.0,1953.0,2001.74,6037.0
95,4.0,2.0,1491.0,442000.0,1969.0,5491.71,6037.0
96,3.0,2.0,1384.0,205000.0,1951.0,2491.24,6037.0
97,4.0,2.0,1275.0,101017.0,1955.0,1273.83,6037.0
98,2.0,1.0,900.0,354400.0,1940.0,4401.25,6037.0
99,4.0,2.0,1810.0,69954.0,1953.0,916.16,6037.0
100,4.0,3.0,1524.0,393087.0,1985.0,4888.93,6037.0
101,3.0,3.0,1764.0,256902.0,1998.0,3208.03,6037.0
102,4.0,3.0,1764.0,460821.0,1998.0,5714.83,6037.0
103,5.0,3.0,2360.0,311865.0,1998.0,3917.01,6037.0
104,3.0,2.0,1796.0,426404.0,1956.0,5316.87,6037.0
105,4.0,3.0,2107.0,528239.0,1967.0,6604.44,6037.0
106,4.0,3.0,2308.0,407775.0,1963.0,5111.87,6037.0
107,4.0,2.0,2223.0,744638.0,1978.0,9137.43,6037.0
108,4.0,2.0,1910.0,282853.0,1957.0,3614.81,6037.0
109,3.0,2.0,1692.0,428079.0,1963.0,5259.74,6037.0
110,3.0,3.0,2584.0,626497.0,1965.0,7824.43,6037.0
111,4.0,2.0,2112.0,650000.0,1959.0,7932.79,6037.0
112,4.0,3.0,2338.0,685000.0,1975.0,8435.19,6037.0
113,4.0,3.0,3983.0,620206.0,1986.0,7718.77,6037.0
114,3.0,2.0,2041.0,559228.0,1960.0,6979.16,6037.0
115,3.0,2.0,1896.0,376508.0,1960.0,4793.7,6037.0
116,3.0,2.0,1477.0,408345.0,1960.0,5016.09,6037.0
117,3.0,2.0,1879.0,436542.0,1965.0,5524.08,6037.0
118,3.0,3.0,2267.0,145278.0,1965.0,1956.66,6037.0
119,3.0,2.0,2280.0,496032.0,1962.0,6129.13,6037.0
120,2.0,2.0,2043.0,294243.0,1964.0,3711.73,6037.0
121,3.0,2.0,1359.0,331778.0,1980.0,4182.07,6037.0
122,4.0,3.0,2032.0,286578.0,1966.0,3590.35,6037.0
123,5.0,3.0,2591.0,359584.0,2000.0,4467.34,6037.0
124,5.0,2.0,2078.0,119721.0,1963.0,1650.02,6037.0
125,5.0,2.0,2450.0,179169.0,1963.0,2368.21,6037.0
126,5.0,4.0,3519.0,388150.0,1967.0,4867.44,6037.0
127,5.0,3.0,2625.0,286866.0,1965.0,3631.92,6037.0
128,5.0,5.0,4416.0,948651.0,1997.0,11650.35,6037.0
129,5.0,4.0,3093.0,499062.0,1988.0,6316.87,6037.0
130,4.0,3.0,3301.0,642672.0,1984.0,7957.69,6037.0
131,3.0,2.0,2183.0,670064.0,1972.0,8176.48,6037.0
132,3.0,4.0,3981.0,516548.0,1995.0,6474.47,6037.0
133,3.0,3.0,3145.0,871232.0,1980.0,10713.02,6037.0
134,4.0,3.0,1857.0,316784.0,1984.0,4051.02,6037.0
135,3.0,3.0,2051.0,272826.0,1985.0,3458.53,6037.0
136,3.0,2.0,1649.0,348558.0,1983.0,4511.46,6037.0
137,5.0,3.0,1904.0,187682.0,1965.0,2403.84,6037.0
138,3.0,2.0,1572.0,305307.0,1976.0,3887.8,6037.0
139,3.0,4.0,2316.0,304665.0,1965.0,3802.91,6037.0
140,3.0,2.0,1816.0,241937.0,1969.0,3088.82,6037.0
141,3.0,2.0,1316.0,283826.0,1959.0,3598.22,6037.0
142,3.0,2.0,1288.0,343473.0,1960.0,4228.4,6037.0
143,3.0,2.0,1134.0,282829.0,1962.0,3508.47,6037.0
144,3.0,2.0,1528.0,289519.0,1960.0,3677.94,6037.0
145,5.0,3.0,2547.0,724872.0,1963.0,8874.26,6037.0
146,3.0,2.0,1564.0,102489.0,1956.0,1310.92,6037.0
147,3.0,2.0,1619.0,691307.0,1954.0,8350.6,6037.0
148,3.0,2.0,1404.0,411829.0,1956.0,4974.97,6037.0
149,2.0,1.0,1180.0,309352.0,1953.0,3771.13,6037.0
150,4.0,2.0,2057.0,565880.0,1922.0,6848.93,6037.0
151,3.0,2.0,1528.0,233872.0,1957.0,2930.06,6037.0
152,3.0,2.0,1269.0,55043.0,1961.0,704.14,6037.0
153,4.0,3.0,2676.0,142263.0,1955.0,1886.16,6037.0
154,2.0,1.0,812.0,223702.0,1949.0,,6037.0
155,2.0,3.0,1607.0,713482.0,1992.0,8611.77,6037.0
156,1.0,1.0,431.0,68773.0,1921.0,883.02,6037.0
157,3.0,1.0,808.0,300304.0,1921.0,3663.05,6037.0
158,2.0,1.0,865.0,229107.0,1953.0,2816.74,6037.0
159,2.0,1.0,824.0,161598.0,1951.0,2046.57,6037.0
160,3.0,1.0,1376.0,292750.0,1931.0,3549.59,6037.0
161,2.0,2.0,1173.0,136375.0,1945.0,1723.59,6037.0
162,4.0,1.0,1016.0,141612.0,1924.0,1711.06,6037.0
163,2.0,2.0,1152.0,158902.0,1954.0,2041.06,6037.0
164,2.0,1.0,892.0,243252.0,1951.0,3005.44,6037.0
165,3.0,2.0,1098.0,254974.0,1951.0,3086.84,6037.0
166,3.0,2.0,1605.0,465988.0,1970.0,5663.36,6037.0
167,1.0,1.0,420.0,104804.0,1925.0,1506.32,6037.0
168,3.0,2.0,1812.0,145241.0,1948.0,1830.97,6037.0
169,3.0,3.0,1734.0,471023.0,1959.0,5689.83,6037.0
170,3.0,1.0,1216.0,154394.0,1949.0,1971.84,6037.0
171,3.0,3.0,2004.0,275441.0,1989.0,3440.5,6037.0
172,2.0,1.0,1040.0,259740.0,1947.0,3210.26,6037.0
173,2.0,1.0,640.0,326190.0,1924.0,3992.86,6037.0
174,2.0,1.0,936.0,391306.0,1953.0,4770.23,6037.0
175,3.0,2.0,1344.0,550000.0,1992.0,6593.02,6037.0
176,2.0,3.0,1233.0,456861.0,1956.0,5576.56,6037.0
177,3.0,2.0,1024.0,483000.0,1947.0,5898.35,6037.0
178,2.0,2.0,1908.0,527000.0,1923.0,6558.12,6037.0
179,3.0,2.0,1231.0,475000.0,1953.0,5796.06,6037.0
180,3.0,2.0,1231.0,298607.0,1953.0,3611.53,6037.0
181,3.0,1.0,1059.0,163032.0,1954.0,2068.81,6037.0
182,4.0,2.0,1818.0,671400.0,1927.0,8271.93,6037.0
183,3.0,2.0,1262.0,54830.0,1953.0,716.02,6037.0
184,3.0,2.0,1266.0,231368.0,1956.0,2826.32,6037.0
185,4.0,2.0,1664.0,536000.0,1972.0,6515.93,6037.0
186,3.0,3.0,1662.0,403729.0,1952.0,4885.88,6037.0
187,4.0,2.0,1600.0,202761.0,1976.0,2609.51,6037.0
188,2.0,1.0,998.0,378000.0,1946.0,4540.27,6037.0
189,3.0,3.0,1589.0,279660.0,1984.0,3526.94,6037.0
190,3.0,2.0,1540.0,620284.0,1959.0,7616.37,6037.0
191,1.0,1.0,863.0,349000.0,1941.0,4208.68,6037.0
192,3.0,2.0,1404.0,418046.0,1964.0,5157.48,6037.0
193,3.0,2.0,1631.0,108057.0,1954.0,1643.77,6037.0
194,4.0,2.0,2049.0,117787.0,1941.0,1575.27,6037.0
195,3.0,2.0,2594.0,532059.0,1949.0,6534.42,6037.0
196,3.0,3.0,2068.0,458305.0,1963.0,5709.98,6037.0
197,2.0,2.0,1325.0,393820.0,1955.0,4829.65,6037.0
198,4.0,2.0,2979.0,626149.0,1965.0,7789.56,6037.0
199,3.0,2.0,2048.0,238553.0,1963.0,3000.24,6037.0
200,3.0,1.0,860.0,295710.0,1923.0,3637.04,6037.0
201,3.0,2.0,1437.0,261816.0,1940.0,3151.02,6037.0
202,4.0,2.0,1646.0,189964.0,1974.0,2552.49,6037.0
203,6.0,3.0,2562.0,172524.0,1948.0,2243.71,6037.0
204,3.0,2.0,920.0,227271.0,1958.0,2832.84,6037.0
205,3.0,1.0,985.0,354299.0,1954.0,4425.18,6037.0
206,3.0,1.0,1123.0,39920.0,1954.0,2957.35,6037.0
207,3.0,2.0,1106.0,223885.0,1957.0,2798.14,6037.0
208,3.0,2.0,1386.0,50282.0,1956.0,744.28,6037.0
209,4.0,2.0,1408.0,160811.0,1982.0,2043.67,6037.0
210,4.0,3.0,1550.0,418000.0,1988.0,5168.07,6037.0
211,6.0,4.0,2428.0,454000.0,1964.0,5591.15,6037.0
212,3.0,2.0,1000.0,165851.0,1981.0,2181.7,6037.0
213,3.0,2.0,1144.0,129503.0,1959.0,1678.89,6037.0
214,2.0,2.0,851.0,211069.0,1985.0,2620.35,6037.0
215,3.0,2.0,1506.0,338744.0,1963.0,4307.09,6037.0
216,3.0,2.0,1750.0,293620.0,1958.0,3741.85,6037.0
217,2.0,2.0,1437.0,148963.0,1950.0,1922.65,6037.0
218,3.0,2.0,1742.0,74506.0,1964.0,1098.84,6037.0
219,3.0,1.0,1383.0,240930.0,1920.0,3007.89,6037.0
220,3.0,2.0,1488.0,404651.0,1962.0,5093.87,6037.0
221,3.0,2.0,1772.0,414350.0,1962.0,5265.71,6037.0
222,4.0,2.0,2099.0,921600.0,1949.0,11153.14,6037.0
223,3.0,3.0,1639.0,220414.0,1958.0,2778.02,6037.0
224,3.0,2.0,1475.0,405167.0,1958.0,5051.88,6037.0
225,2.0,1.0,961.0,141875.0,1937.0,1866.25,6037.0
226,4.0,3.0,1687.0,206670.0,1957.0,2685.88,6037.0
227,3.0,2.0,1075.0,137912.0,1956.0,1763.58,6037.0
228,3.0,2.0,1075.0,270563.0,1957.0,3412.58,6037.0
229,3.0,2.0,1164.0,66430.0,1960.0,935.48,6037.0
230,4.0,2.0,1325.0,48621.0,1954.0,782.06,6037.0
231,4.0,2.0,1195.0,350000.0,1956.0,4366.5,6037.0
232,2.0,1.0,1136.0,222180.0,1929.0,3145.82,6037.0
233,1.0,1.0,480.0,134377.0,1920.0,2206.77,6037.0
234,1.0,0.0,400.0,47682.0,1913.0,764.58,6037.0
235,3.0,1.0,1120.0,183365.0,1924.0,2698.76,6037.0
236,4.0,3.0,2372.0,408864.0,1938.0,5908.85,6037.0
237,2.0,1.0,975.0,192373.0,1940.0,2720.05,6037.0
238,3.0,2.0,1544.0,428000.0,1952.0,6298.26,6037.0
239,3.0,2.0,1212.0,62912.0,1948.0,938.9,6037.0
240,3.0,2.0,1261.0,188435.0,1953.0,2685.28,6037.0
241,4.0,2.0,1699.0,228925.0,1956.0,3378.38,6037.0
242,2.0,2.0,1395.0,385000.0,1956.0,5551.77,6037.0
243,3.0,2.0,1242.0,226022.0,1954.0,3357.67,6037.0
244,2.0,1.0,806.0,253458.0,1948.0,3663.97,6037.0
245,3.0,2.0,1108.0,268578.0,1958.0,3393.94,6037.0
246,6.0,3.0,2350.0,318004.0,1957.0,4041.37,6037.0
247,1.0,1.0,1080.0,168236.0,1947.0,2137.65,6037.0
248,4.0,2.0,1736.0,107295.0,1958.0,1423.12,6037.0
249,3.0,2.0,1297.0,441551.0,1963.0,5480.84,6037.0
250,3.0,2.0,1828.0,206998.0,1976.0,2651.24,6037.0
251,4.0,3.0,1868.0,258861.0,1957.0,3249.91,6037.0
252,4.0,2.0,1190.0,161363.0,1955.0,1983.88,6037.0
253,2.0,2.0,1107.0,435000.0,1947.0,5258.05,6037.0
254,3.0,2.0,1662.0,267029.0,1957.0,3410.58,6037.0
255,2.0,1.0,654.0,99488.0,1948.0,1187.09,6037.0
256,4.0,3.0,1419.0,224146.0,1944.0,2808.27,6037.0
257,3.0,2.0,1518.0,176916.0,1955.0,2172.09,6037.0
258,2.0,2.0,1648.0,283801.0,1950.0,3642.43,6037.0
259,4.0,2.0,1130.0,287288.0,1954.0,3567.88,6037.0
260,4.0,3.0,1694.0,452900.0,1956.0,8015.8,6037.0
261,3.0,1.0,1152.0,158684.0,1948.0,1962.86,6037.0
262,3.0,1.0,1169.0,193793.0,1951.0,2366.73,6037.0
263,3.0,1.0,1361.0,69690.0,1950.0,908.65,6037.0
264,8.0,4.0,3552.0,415842.0,1938.0,10910.28,6037.0
265,3.0,1.0,1169.0,345292.0,1951.0,4250.24,6037.0
266,3.0,1.0,1197.0,58360.0,1951.0,743.03,6037.0
267,2.0,2.0,984.0,217460.0,1949.0,2722.45,6037.0
268,4.0,1.0,1423.0,92729.0,1955.0,1171.03,6037.0
269,2.0,1.0,936.0,65777.0,1957.0,939.31,6037.0
270,3.0,2.0,1161.0,135523.0,1955.0,1808.27,6037.0
271,4.0,2.0,1122.0,189741.0,1954.0,2389.83,6037.0
272,3.0,2.0,1679.0,247923.0,1964.0,1671.94,6037.0
273,4.0,2.0,1200.0,197884.0,1954.0,2420.24,6037.0
274,2.0,1.0,1050.0,291493.0,1954.0,3597.59,6037.0
275,4.0,2.0,2046.0,245718.0,1969.0,3068.83,6037.0
276,4.0,2.0,1858.0,254913.0,1949.0,3188.99,6037.0
277,5.0,3.0,1851.0,444178.0,1964.0,5526.64,6037.0
278,5.0,2.0,1960.0,328919.0,1959.0,4197.32,6037.0
279,3.0,2.0,1764.0,300625.0,1964.0,3830.55,6037.0
280,4.0,2.0,1610.0,392165.0,1975.0,4884.79,6037.0
281,5.0,4.0,4682.0,493726.0,1954.0,6274.24,6037.0
282,3.0,2.0,1118.0,372000.0,1953.0,4574.86,6037.0
283,3.0,2.0,988.0,158222.0,1960.0,2007.92,6037.0
284,4.0,2.0,1416.0,238233.0,1985.0,3024.59,6037.0
285,3.0,2.0,1783.0,244500.0,1965.0,3203.68,6037.0
286,5.0,4.0,1920.0,462000.0,1957.0,5750.87,6037.0
287,3.0,3.0,2457.0,638706.0,1962.0,7874.94,6037.0
288,4.0,2.0,1836.0,450285.0,1987.0,5679.25,6037.0
289,4.0,3.0,1812.0,471576.0,1987.0,5871.66,6037.0
290,2.0,1.0,1310.0,592932.0,1940.0,6577.41,6037.0
291,4.0,5.0,4635.0,717039.0,1990.0,8014.08,6037.0
292,3.0,2.0,1741.0,383088.0,1930.0,4310.88,6037.0
293,2.0,2.0,1516.0,624139.0,1930.0,6926.79,6037.0
294,3.0,2.0,1556.0,446410.0,1928.0,4914.1,6037.0
295,2.0,1.0,909.0,429963.0,1941.0,4784.7,6037.0
296,3.0,3.0,2353.0,261132.0,1941.0,2927.17,6037.0
297,2.0,1.0,909.0,65940.0,1941.0,813.79,6037.0
298,4.0,2.0,2351.0,424872.0,1941.0,4788.93,6037.0
299,3.0,2.0,1206.0,654648.0,1926.0,6794.15,6037.0
300,4.0,4.0,2866.0,1134545.0,2008.0,12479.63,6037.0
301,3.0,2.0,1974.0,284101.0,1924.0,3165.02,6037.0
302,3.0,2.0,1535.0,312753.0,1931.0,3535.18,6037.0
303,2.0,2.0,1292.0,70574.0,1923.0,807.67,6037.0
304,2.0,1.0,984.0,409850.0,1940.0,4570.62,6037.0
305,2.0,2.0,1014.0,405252.0,1940.0,4521.75,6037.0
306,3.0,2.0,1328.0,272654.0,1938.0,3087.99,6037.0
307,2.0,1.0,1204.0,314186.0,1940.0,3536.77,6037.0
308,3.0,2.0,2391.0,320259.0,1940.0,3653.32,6037.0
309,3.0,2.0,1465.0,81902.0,1952.0,938.55,6037.0
310,3.0,1.0,872.0,457968.0,1938.0,5015.17,6037.0
311,4.0,3.0,2067.0,525779.0,1941.0,5804.37,6037.0
312,2.0,1.0,646.0,274533.0,1952.0,3061.11,6037.0
313,3.0,1.0,1233.0,91674.0,1949.0,1103.52,6037.0
314,2.0,1.0,736.0,220704.0,1948.0,2413.14,6037.0
315,3.0,1.0,1248.0,369369.0,1950.0,4063.06,6037.0
316,2.0,2.0,1788.0,101223.0,1952.0,1173.52,6037.0
317,4.0,3.0,1936.0,820000.0,1947.0,9009.51,6037.0
318,3.0,1.0,1269.0,501703.0,1948.0,5504.75,6037.0
319,4.0,5.0,4480.0,1107612.0,1999.0,12353.95,6037.0
320,5.0,5.0,5889.0,1776686.0,1987.0,19718.3,6037.0
321,4.0,2.0,1937.0,408479.0,1950.0,4606.04,6037.0
322,4.0,4.0,3222.0,721872.0,1953.0,7993.07,6037.0
323,3.0,2.0,1969.0,350016.0,1982.0,3881.98,6037.0
324,2.0,2.0,2160.0,860000.0,1974.0,9556.2,6037.0
325,2.0,2.0,1918.0,123585.0,1951.0,1418.52,6037.0
326,4.0,3.0,2661.0,138712.0,1958.0,1724.6,6037.0
327,5.0,3.0,1970.0,294632.0,1944.0,3282.69,6037.0
328,3.0,1.0,1365.0,278089.0,1951.0,3070.17,6037.0
329,3.0,1.0,1349.0,458789.0,1951.0,5042.21,6037.0
330,2.0,1.0,1251.0,583768.0,1942.0,6475.34,6037.0
331,2.0,1.0,846.0,558387.0,1941.0,6107.95,6037.0
332,2.0,2.0,1108.0,191062.0,1940.0,2113.53,6037.0
333,2.0,2.0,1156.0,507632.0,1938.0,5642.33,6037.0
334,3.0,1.0,1027.0,406180.0,1944.0,4456.25,6037.0
335,3.0,1.0,1312.0,63527.0,1941.0,731.0,6037.0
336,4.0,2.0,1480.0,459956.0,1940.0,5138.04,6037.0
337,2.0,1.0,998.0,217498.0,1944.0,2472.55,6037.0
338,2.0,1.0,914.0,73989.0,1926.0,905.23,6037.0
339,2.0,1.0,1025.0,143651.0,1938.0,1669.58,6037.0
340,2.0,1.0,917.0,206734.0,1940.0,2280.01,6037.0
341,3.0,1.0,1032.0,268159.0,1943.0,3029.63,6037.0
342,3.0,2.0,1736.0,626740.0,1950.0,6893.07,6037.0
343,3.0,1.0,1349.0,644081.0,1951.0,7142.95,6037.0
344,3.0,2.0,1495.0,329827.0,1951.0,3646.0,6037.0
345,4.0,2.0,2751.0,602361.0,1961.0,6747.79,6037.0
346,2.0,1.0,1263.0,81974.0,1940.0,1013.34,6037.0
347,3.0,3.0,1740.0,411384.0,1924.0,4546.52,6037.0
348,3.0,3.0,2133.0,520249.0,1924.0,5751.47,6037.0
349,4.0,4.0,3397.0,671068.0,2003.0,7526.02,6037.0
350,4.0,3.0,3054.0,963879.0,1989.0,10629.55,6037.0
351,2.0,1.0,1439.0,487016.0,1920.0,5435.42,6037.0
352,3.0,2.0,1859.0,583364.0,1939.0,6414.45,6037.0
353,3.0,1.0,1215.0,243931.0,1947.0,2771.14,6037.0
354,3.0,2.0,1948.0,819621.0,1938.0,9004.46,6037.0
355,3.0,2.0,1565.0,98754.0,1929.0,1127.47,6037.0
356,2.0,2.0,1681.0,696518.0,1947.0,7750.85,6037.0
357,2.0,1.0,958.0,321348.0,1938.0,3528.56,6037.0
358,2.0,1.0,932.0,309301.0,1938.0,3471.97,6037.0
359,3.0,2.0,1161.0,606000.0,1938.0,6640.72,6037.0
360,2.0,1.0,1341.0,68507.0,1938.0,787.22,6037.0
361,2.0,1.0,1605.0,83725.0,1937.0,1040.7,6037.0
362,4.0,3.0,1997.0,103430.0,1944.0,1197.67,6037.0
363,4.0,1.0,1201.0,185282.0,1944.0,2056.48,6037.0
364,3.0,2.0,1810.0,124542.0,1941.0,1419.17,6037.0
365,2.0,1.0,1164.0,320129.0,1941.0,3524.47,6037.0
366,3.0,1.0,1500.0,435919.0,1926.0,4876.77,6037.0
367,2.0,1.0,945.0,258054.0,1940.0,2839.67,6037.0
368,2.0,2.0,1200.0,477466.0,1939.0,5315.92,6037.0
369,3.0,2.0,1440.0,478815.0,1948.0,5341.99,6037.0
370,3.0,2.0,1008.0,327604.0,1940.0,3600.29,6037.0
371,3.0,2.0,2740.0,388608.0,1944.0,4409.98,6037.0
372,2.0,1.0,1213.0,565918.0,1941.0,6278.73,6037.0
373,3.0,1.0,1048.0,390086.0,1944.0,4354.36,6037.0
374,2.0,2.0,1491.0,291668.0,1959.0,3694.02,6037.0
375,2.0,3.0,1488.0,285789.0,1965.0,2064.79,6037.0
376,2.0,1.0,644.0,684605.0,1925.0,8348.87,6037.0
377,3.0,2.0,1710.0,131886.0,1952.0,12797.47,6037.0
378,3.0,3.0,2357.0,1322808.0,1927.0,15950.09,6037.0
379,3.0,4.0,2822.0,1538506.0,1934.0,18624.84,6037.0
380,3.0,3.0,2815.0,1106839.0,1990.0,13318.59,6037.0
381,4.0,2.0,2386.0,196622.0,1936.0,2515.09,6037.0
382,2.0,1.0,2406.0,628434.0,1948.0,7674.62,6037.0
383,2.0,1.0,962.0,545000.0,1936.0,6718.21,6037.0
384,5.0,8.0,7711.0,4390833.0,1936.0,52907.33,6037.0
385,3.0,3.0,2558.0,1120281.0,1936.0,13506.31,6037.0
386,4.0,3.0,2237.0,496601.0,1941.0,6115.92,6037.0
387,4.0,2.0,1684.0,73451.0,1937.0,856.46,6037.0
388,3.0,2.0,1170.0,251604.0,1944.0,3133.07,6037.0
389,2.0,1.0,910.0,241837.0,1941.0,3000.41,6037.0
390,3.0,2.0,1362.0,473305.0,1929.0,5783.21,6037.0
391,4.0,2.0,1463.0,175398.0,1947.0,2245.36,6037.0
392,2.0,1.0,1040.0,390275.0,1927.0,4688.65,6037.0
393,2.0,1.0,804.0,171495.0,1942.0,2081.66,6037.0
394,3.0,1.0,1004.0,324273.0,1944.0,3991.79,6037.0
395,4.0,2.0,1461.0,361888.0,1943.0,4382.06,6037.0
396,3.0,2.0,1542.0,339989.0,1961.0,4255.11,6037.0
397,3.0,1.0,1561.0,360699.0,1948.0,4378.0,6037.0
398,3.0,1.0,1570.0,470989.0,1953.0,5830.71,6037.0
399,3.0,2.0,1308.0,421328.0,1948.0,5091.33,6037.0
