,bedroom_count,bath_count,finished_sq_feet,year_built,fips,home_value
145,5,3.0,2547.0,1963,6037,724872.0
146,3,2.0,1564.0,1956,6037,102489.0
147,3,2.0,1619.0,1954,6037,691307.0
148,3,2.0,1404.0,1956,6037,411829.0
149,2,1.0,1180.0,1953,6037,309352.0
150,4,2.0,2057.0,1922,6037,565880.0
151,3,2.0,1528.0,1957,6037,233872.0
152,3,2.0,1269.0,1961,6037,55043.0
153,4,3.0,2676.0,1955,6037,142263.0
155,2,3.0,1607.0,1992,6037,713482.0
156,1,1.0,431.0,1921,6037,68773.0
157,3,1.0,808.0,1921,6037,300304.0
158,2,1.0,865.0,1953,6037,229107.0
159,2,1.0,824.0,1951,6037,161598.0
160,3,1.0,1376.0,1931,6037,292750.0
161,2,2.0,1173.0,1945,6037,136375.0
162,4,1.0,1016.0,1924,6037,141612.0
163,2,2.0,1152.0,1954,6037,158902.0
164,2,1.0,892.0,1951,6037,243252.0
165,3,2.0,1098.0,1951,6037,254974.0
166,3,2.0,1605.0,1970,6037,465988.0
167,1,1.0,420.0,1925,6037,104804.0
168,3,2.0,1812.0,1948,6037,145241.0
169,3,3.0,1734.0,1959,6037,471023.0
170,3,1.0,1216.0,1949,6037,154394.0
171,3,3.0,2004.0,1989,6037,275441.0
172,2,1.0,1040.0,1947,6037,259740.0
173,2,1.0,640.0,1924,6037,326190.0
174,2,1.0,936.0,1953,6037,391306.0
175,3,2.0,1344.0,1992,6037,550000.0
176,2,3.0,1233.0,1956,6037,456861.0
177,3,2.0,1024.0,1947,6037,483000.0
178,2,2.0,1908.0,1923,6037,527000.0
179,3,2.0,1231.0,1953,6037,475000.0
180,3,2.0,1231.0,1953,6037,298607.0
181,3,1.0,1059.0,1954,6037,163032.0
182,4,2.0,1818.0,1927,6037,671400.0
183,3,2.0,1262.0,1953,6037,54830.0
184,3,2.0,1266.0,1956,6037,231368.0
185,4,2.0,1664.0,1972,6037,536000.0
186,3,3.0,1662.0,1952,6037,403729.0
187,4,2.0,1600.0,1976,6037,202761.0
188,2,1.0,998.0,1946,6037,378000.0
189,3,3.0,1589.0,1984,6037,279660.0
190,3,2.0,1540.0,1959,6037,620284.0
191,1,1.0,863.0,1941,6037,349000.0
192,3,2.0,1404.0,1964,6037,418046.0
193,3,2.0,1631.0,1954,6037,108057.0
194,4,2.0,2049.0,1941,6037,117787.0
195,3,2.0,2594.0,1949,6037,532059.0
196,3,3.0,2068.0,1963,6037,458305.0
197,2,2.0,1325.0,1955,6037,393820.0
198,4,2.0,2979.0,1965,6037,626149.0
199,3,2.0,2048.0,1963,6037,238553.0
200,3,1.0,860.0,1923,6037,295710.0
201,3,2.0,1437.0,1940,6037,261816.0
202,4,2.0,1646.0,1974,6037,189964.0
203,6,3.0,2562.0,1948,6037,172524.0
204,3,2.0,920.0,1958,6037,227271.0
205,3,1.0,985.0,1954,6037,354299.0
206,3,1.0,1123.0,1954,6037,39920.0
207,3,2.0,1106.0,1957,6037,223885.0
208,3,2.0,1386.0,1956,6037,50282.0
209,4,2.0,1408.0,1982,6037,160811.0
210,4,3.0,1550.0,1988,6037,418000.0
211,6,4.0,2428.0,1964,6037,454000.0
212,3,2.0,1000.0,1981,6037,165851.0
213,3,2.0,1144.0,1959,6037,129503.0
214,2,2.0,851.0,1985,6037,211069.0
215,3,2.0,1506.0,1963,6037,338744.0
216,3,2.0,1750.0,1958,6037,293620.0
217,2,2.0,1437.0,1950,6037,148963.0
218,3,2.0,1742.0,1964,6037,74506.0
219,3,1.0,1383.0,1920,6037,240930.0
220,3,2.0,1488.0,1962,6037,404651.0
221,3,2.0,1772.0,1962,6037,414350.0
222,4,2.0,2099.0,1949,6037,921600.0
223,3,3.0,1639.0,1958,6037,220414.0
224,3,2.0,1475.0,1958,6037,405167.0
225,2,1.0,961.0,1937,6037,141875.0
226,4,3.0,1687.0,1957,6037,206670.0
227,3,2.0,1075.0,1956,6037,137912.0
228,3,2.0,1075.0,1957,6037,270563.0
229,3,2.0,1164.0,1960,6037,66430.0
230,4,2.0,1325.0,1954,6037,48621.0
231,4,2.0,1195.0,1956,6037,350000.0
232,2,1.0,1136.0,1929,6037,222180.0
233,1,1.0,480.0,1920,6037,134377.0
234,1,0.0,400.0,1913,6037,47682.0
235,3,1.0,1120.0,1924,6037,183365.0
236,4,3.0,2372.0,1938,6037,408864.0
237,2,1.0,975.0,1940,6037,192373.0
238,3,2.0,1544.0,1952,6037,428000.0
239,3,2.0,1212.0,1948,6037,62912.0
240,3,2.0,1261.0,1953,6037,188435.0
241,4,2.0,1699.0,1956,6037,228925.0
242,2,2.0,1395.0,1956,6037,385000.0
243,3,2.0,1242.0,1954,6037,226022.0
244,2,1.0,806.0,1948,6037,253458.0
245,3,2.0,1108.0,1958,6037,268578.0
246,6,3.0,2350.0,1957,6037,318004.0
247,1,1.0,1080.0,1947,6037,168236.0
248,4,2.0,1736.0,1958,6037,107295.0
249,3,2.0,1297.0,1963,6037,441551.0
250,3,2.0,1828.0,1976,6037,206998.0
251,4,3.0,1868.0,1957,6037,258861.0
252,4,2.0,1190.0,1955,6037,161363.0
253,2,2.0,1107.0,1947,6037,435000.0
254,3,2.0,1662.0,1957,6037,267029.0
255,2,1.0,654.0,1948,6037,99488.0
256,4,3.0,1419.0,1944,6037,224146.0
257,3,2.0,1518.0,1955,6037,176916.0
258,2,2.0,1648.0,1950,6037,283801.0
259,4,2.0,1130.0,1954,6037,287288.0
260,4,3.0,1694.0,1956,6037,452900.0
261,3,1.0,1152.0,1948,6037,158684.0
262,3,1.0,1169.0,1951,6037,193793.0
263,3,1.0,1361.0,1950,6037,69690.0
264,8,4.0,3552.0,1938,6037,415842.0
265,3,1.0,1169.0,1951,6037,345292.0
266,3,1.0,1197.0,1951,6037,58360.0
267,2,2.0,984.0,1949,6037,217460.0
268,4,1.0,1423.0,1955,6037,92729.0
269,2,1.0,936.0,1957,6037,65777.0
270,3,2.0,1161.0,1955,6037,135523.0
271,4,2.0,1122.0,1954,6037,189741.0
272,3,2.0,1679.0,1964,6037,247923.0
273,4,2.0,1200.0,1954,6037,197884.0
274,2,1.0,1050.0,1954,6037,291493.0
275,4,2.0,2046.0,1969,6037,245718.0
276,4,2.0,1858.0,1949,6037,254913.0
277,5,3.0,1851.0,1964,6037,444178.0
278,5,2.0,1960.0,1959,6037,328919.0
279,3,2.0,1764.0,1964,6037,300625.0
280,4,2.0,1610.0,1975,6037,392165.0
281,5,4.0,4682.0,1954,6037,493726.0
282,3,2.0,1118.0,1953,6037,372000.0
283,3,2.0,988.0,1960,6037,158222.0
284,4,2.0,1416.0,1985,6037,238233.0
285,3,2.0,1783.0,1965,6037,244500.0
286,5,4.0,1920.0,1957,6037,462000.0
287,3,3.0,2457.0,1962,6037,638706.0
288,4,2.0,1836.0,1987,6037,450285.0
289,4,3.0,1812.0,1987,6037,471576.0
290,2,1.0,1310.0,1940,6037,592932.0
291,4,5.0,4635.0,1990,6037,717039.0
292,3,2.0,1741.0,1930,6037,383088.0
293,2,2.0,1516.0,1930,6037,624139.0
294,3,2.0,1556.0,1928,6037,446410.0
295,2,1.0,909.0,1941,6037,429963.0
296,3,3.0,2353.0,1941,6037,261132.0
297,2,1.0,909.0,1941,6037,65940.0
298,4,2.0,2351.0,1941,6037,424872.0
299,3,2.0,1206.0,1926,6037,654648.0
300,4,4.0,2866.0,2008,6037,1134545.0
301,3,2.0,1974.0,1924,6037,284101.0
302,3,2.0,1535.0,1931,6037,312753.0
303,2,2.0,1292.0,1923,6037,70574.0
304,2,1.0,984.0,1940,6037,409850.0
305,2,2.0,1014.0,1940,6037,405252.0
306,3,2.0,1328.0,1938,6037,272654.0
307,2,1.0,1204.0,1940,6037,314186.0
308,3,2.0,2391.0,1940,6037,320259.0
309,3,2.0,1465.0,1952,6037,81902.0
310,3,1.0,872.0,1938,6037,457968.0
311,4,3.0,2067.0,1941,6037,525779.0
312,2,1.0,646.0,1952,6037,274533.0
313,3,1.0,1233.0,1949,6037,91674.0
314,2,1.0,736.0,1948,6037,220704.0
315,3,1.0,1248.0,1950,6037,369369.0
316,2,2.0,1788.0,1952,6037,101223.0
317,4,3.0,1936.0,1947,6037,820000.0
318,3,1.0,1269.0,1948,6037,501703.0
319,4,5.0,4480.0,1999,6037,1107612.0
320,5,5.0,5889.0,1987,6037,1776686.0
321,4,2.0,1937.0,1950,6037,408479.0
322,4,4.0,3222.0,1953,6037,721872.0
323,3,2.0,1969.0,1982,6037,350016.0
324,2,2.0,2160.0,1974,6037,860000.0
325,2,2.0,1918.0,1951,6037,123585.0
326,4,3.0,2661.0,1958,6037,138712.0
327,5,3.0,1970.0,1944,6037,294632.0
328,3,1.0,1365.0,1951,6037,278089.0
329,3,1.0,1349.0,1951,6037,458789.0
330,2,1.0,1251.0,1942,6037,583768.0
331,2,1.0,846.0,1941,6037,558387.0
332,2,2.0,1108.0,1940,6037,191062.0
333,2,2.0,1156.0,1938,6037,507632.0
334,3,1.0,1027.0,1944,6037,406180.0
335,3,1.0,1312.0,1941,6037,63527.0
336,4,2.0,1480.0,1940,6037,459956.0
337,2,1.0,998.0,1944,6037,217498.0
338,2,1.0,914.0,1926,6037,73989.0
339,2,1.0,1025.0,1938,6037,143651.0
340,2,1.0,917.0,1940,6037,206734.0
341,3,1.0,1032.0,1943,6037,268159.0
342,3,2.0,1736.0,1950,6037,626740.0
343,3,1.0,1349.0,1951,6037,644081.0
344,3,2.0,1495.0,1951,6037,329827.0
345,4,2.0,2751.0,1961,6037,602361.0
346,2,1.0,1263.0,1940,6037,81974.0
347,3,3.0,1740.0,1924,6037,411384.0
348,3,3.0,2133.0,1924,6037,520249.0
349,4,4.0,3397.0,2003,6037,671068.0
350,4,3.0,3054.0,1989,6037,963879.0
351,2,1.0,1439.0,1920,6037,487016.0
352,3,2.0,1859.0,1939,6037,583364.0
353,3,1.0,1215.0,1947,6037,243931.0
354,3,2.0,1948.0,1938,6037,819621.0
355,3,2.0,1565.0,1929,6037,98754.0
356,2,2.0,1681.0,1947,6037,696518.0
357,2,1.0,958.0,1938,6037,321348.0
358,2,1.0,932.0,1938,6037,309301.0
359,3,2.0,1161.0,1938,6037,606000.0
360,2,1.0,1341.0,1938,6037,68507.0
361,2,1.0,1605.0,1937,6037,83725.0
362,4,3.0,1997.0,1944,6037,103430.0
363,4,1.0,1201.0,1944,6037,185282.0
364,3,2.0,1810.0,1941,6037,124542.0
365,2,1.0,1164.0,1941,6037,320129.0
366,3,1.0,1500.0,1926,6037,435919.0
367,2,1.0,945.0,1940,6037,258054.0
368,2,2.0,1200.0,1939,6037,477466.0
369,3,2.0,1440.0,1948,6037,478815.0
370,3,2.0,1008.0,1940,6037,327604.0
371,3,2.0,2740.0,1944,6037,388608.0
372,2,1.0,1213.0,1941,6037,565918.0
373,3,1.0,1048.0,1944,6037,390086.0
374,2,2.0,1491.0,1959,6037,291668.0
375,2,3.0,1488.0,1965,6037,285789.0
376,2,1.0,644.0,1925,6037,684605.0
377,3,2.0,1710.0,1952,6037,131886.0
378,3,3.0,2357.0,1927,6037,1322808.0
379,3,4.0,2822.0,1934,6037,1538506.0
380,3,3.0,2815.0,1990,6037,1106839.0
381,4,2.0,2386.0,1936,6037,196622.0
382,2,1.0,2406.0,1948,6037,628434.0
383,2,1.0,962.0,1936,6037,545000.0
384,5,8.0,7711.0,1936,6037,4390833.0
385,3,3.0,2558.0,1936,6037,1120281.0
386,4,3.0,2237.0,1941,6037,496601.0
387,4,2.0,1684.0,1937,6037,73451.0
388,3,2.0,1170.0,1944,6037,251604.0
389,2,1.0,910.0,1941,6037,241837.0
390,3,2.0,1362.0,1929,6037,473305.0
391,4,2.0,1463.0,1947,6037,175398.0
392,2,1.0,1040.0,1927,6037,390275.0
393,2,1.0,804.0,1942,6037,171495.0
394,3,1.0,1004.0,1944,6037,324273.0
395,4,2.0,1461.0,1943,6037,361888.0
396,3,2.0,1542.0,1961,6037,339989.0
397,3,1.0,1561.0,1948,6037,360699.0
398,3,1.0,1570.0,1953,6037,470989.0
399,3,2.0,1308.0,1948,6037,421328.0
400,3,1.0,1281.0,1951,6037,262934.0
401,6,3.0,2275.0,1965,6037,306819.0
402,2,1.0,812.0,1944,6037,132780.0
403,3,1.0,1080.0,1957,6037,160077.0
404,2,1.0,1103.0,1941,6037,479854.0
405,2,1.0,1169.0,1943,6037,315258.0
406,3,2.0,1364.0,1956,6037,73679.0
407,2,1.0,915.0,1941,6037,207171.0
408,3,2.0,1584.0,1952,6037,315461.0
409,3,2.0,1811.0,1964,6037,250964.0
410,2,1.0,1184.0,1950,6037,414211.0
411,4,2.0,3030.0,1946,6037,413041.0
412,3,2.0,1920.0,1961,6037,303474.0
413,2,1.0,836.0,1950,6037,42612.0
414,3,1.0,1086.0,1952,6037,50684.0
415,3,2.0,1591.0,1956,6037,327116.0
416,4,5.0,3959.0,1991,6037,1242640.0
417,6,3.0,3093.0,1941,6037,1406936.0
418,4,3.0,3250.0,1942,6037,1090749.0
419,4,3.0,2573.0,1960,6037,298569.0
420,3,3.0,2693.0,1958,6037,1071648.0
421,4,4.0,3905.0,1989,6037,789062.0
422,3,4.0,3326.0,1954,6037,1410738.0
423,5,5.0,4141.0,1985,6037,1320683.0
424,4,3.0,2256.0,1960,6037,422601.0
425,3,4.0,2724.0,1962,6037,1155444.0
426,3,2.0,2038.0,1959,6037,505192.0
427,3,4.0,5374.0,1992,6037,715938.0
428,3,3.0,2785.0,1955,6037,852829.0
429,5,4.0,2557.0,1960,6037,270838.0
430,4,4.0,3266.0,1936,6037,615016.0
431,3,2.0,1698.0,1941,6037,375069.0
432,2,2.0,1395.0,1938,6037,498059.0
433,6,4.0,5249.0,1936,6037,1450081.0
434,5,4.0,3733.0,2003,6037,1140983.0
435,2,2.0,1305.0,1939,6037,294032.0
436,3,2.0,1638.0,1937,6037,121515.0
437,2,1.0,1204.0,1940,6037,312262.0
438,5,6.0,3902.0,2013,6037,1903593.0
439,2,2.0,1528.0,1947,6037,575019.0
440,2,3.0,2477.0,1959,6037,158395.0
441,2,1.0,1099.0,1939,6037,68296.0
442,3,2.0,1204.0,1939,6037,78034.0
443,3,2.0,1818.0,1941,6037,335615.0
444,3,3.0,2490.0,1936,6037,594518.0
445,2,2.0,1600.0,1938,6037,980000.0
446,2,2.0,1276.0,1954,6037,322119.0
447,3,2.0,1976.0,1937,6037,435017.0
448,4,3.0,1998.0,1946,6037,658823.0
449,3,2.0,2032.0,1964,6037,616703.0
450,4,2.0,2214.0,1948,6037,500613.0
451,2,1.0,1468.0,1951,6037,90043.0
452,3,3.0,2184.0,1951,6037,1030386.0
453,3,3.0,2116.0,1951,6037,486866.0
454,3,3.0,1892.0,1950,6037,568899.0
455,3,3.0,1709.0,1952,6037,128386.0
456,3,3.0,2039.0,1941,6037,634882.0
457,5,6.0,3740.0,2006,6037,1512000.0
458,3,3.0,2146.0,1948,6037,959410.0
459,3,3.0,2152.0,1936,6037,409979.0
460,2,2.0,1013.0,1925,6037,370243.0
461,3,3.0,2384.0,1937,6037,549917.0
462,3,3.0,4107.0,2007,6037,1575645.0
463,2,1.0,910.0,1941,6037,197984.0
464,3,2.0,1861.0,1936,6037,919815.0
465,2,1.0,1424.0,1937,6037,262480.0
466,3,2.0,1469.0,1929,6037,217655.0
467,2,2.0,1536.0,1929,6037,706900.0
468,3,1.0,1828.0,1948,6037,85072.0
469,3,2.0,1136.0,1944,6037,167285.0
470,4,3.0,1736.0,1940,6037,291369.0
471,4,3.0,2575.0,1999,6037,608652.0
472,4,3.0,2144.0,1954,6037,141353.0
473,2,1.0,1363.0,1952,6037,800000.0
474,4,4.0,2851.0,1955,6037,420578.0
475,4,4.0,3097.0,1967,6037,506270.0
476,4,3.0,2442.0,1950,6037,795777.0
477,2,2.0,1909.0,1951,6037,932000.0
478,2,2.0,1624.0,1955,6037,92728.0
479,2,1.0,1050.0,1940,6037,249916.0
480,3,2.0,1776.0,1949,6037,281409.0
481,3,2.0,1726.0,1951,6037,327259.0
482,2,1.0,1289.0,1943,6037,459055.0
483,2,2.0,1500.0,1941,6037,251195.0
484,3,3.0,1826.0,1952,6037,586416.0
485,4,3.0,3322.0,1940,6037,384251.0
486,3,3.0,2054.0,1960,6037,713045.0
487,3,3.0,1933.0,1952,6037,246048.0
488,2,1.0,1100.0,1928,6037,267055.0
489,3,2.0,2006.0,1952,6037,574554.0
490,2,1.0,980.0,1971,6037,525247.0
491,2,1.0,991.0,1926,6037,369801.0
492,2,1.0,901.0,1941,6037,171187.0
493,3,2.0,1847.0,1939,6037,538476.0
494,4,2.0,1287.0,1942,6037,407999.0
495,3,1.0,1135.0,1947,6037,153519.0
496,3,1.0,1134.0,1940,6037,558387.0
497,2,1.0,1154.0,1940,6037,315640.0
498,3,1.0,1114.0,1940,6037,330387.0
499,3,3.0,2479.0,1936,6037,174155.0
500,3,2.0,1566.0,1956,6037,534455.0
501,2,1.0,1287.0,1949,6037,330938.0
502,3,1.0,1706.0,1948,6037,440099.0
503,3,2.0,1296.0,1947,6037,539097.0
504,2,2.0,1393.0,1955,6037,359826.0
505,2,2.0,1094.0,1947,6037,497054.0
506,3,1.0,1294.0,1949,6037,524000.0
507,3,3.0,1807.0,1960,6037,550772.0
508,2,2.0,1447.0,1954,6037,248370.0
509,5,4.0,3293.0,1926,6037,595431.0
510,3,2.0,1334.0,1953,6037,251245.0
511,4,3.0,1960.0,1937,6037,258423.0
512,3,2.0,1619.0,1954,6037,182750.0
513,2,1.0,1265.0,1946,6037,210324.0
514,3,2.0,1705.0,1964,6037,384159.0
515,3,2.0,1397.0,1954,6037,308440.0
516,3,1.0,912.0,1947,6037,161503.0
517,4,2.0,1683.0,1947,6037,236915.0
518,3,2.0,1273.0,1942,6037,214551.0
519,3,1.0,936.0,1947,6037,185387.0
520,4,2.0,1634.0,1927,6037,227793.0
521,3,2.0,1860.0,1957,6037,95827.0
522,2,1.0,1090.0,1928,6037,145661.0
523,3,1.0,1200.0,1946,6037,416252.0
524,3,1.0,1111.0,1952,6037,49446.0
525,2,1.0,1058.0,1942,6037,310760.0
526,2,1.0,1018.0,1948,6037,181875.0
527,4,2.0,2067.0,1967,6037,200858.0
528,3,1.0,991.0,1944,6037,253327.0
529,5,3.0,2286.0,1944,6037,371417.0
530,3,3.0,1525.0,1944,6037,247013.0
531,4,2.0,1425.0,1949,6037,335496.0
532,3,1.0,1008.0,1948,6037,198627.0
533,4,3.0,2774.0,1962,6037,444352.0
534,3,2.0,1315.0,1942,6037,169782.0
535,4,3.0,1536.0,1926,6037,239414.0
536,3,1.0,1282.0,1955,6037,67256.0
537,3,2.0,1659.0,1947,6037,120945.0
538,3,2.0,1455.0,1948,6037,292323.0
539,3,1.0,1008.0,1948,6037,59387.0
540,3,1.0,1037.0,1949,6037,198013.0
541,5,2.0,1716.0,1948,6037,102652.0
542,3,2.0,1357.0,1953,6037,348476.0
543,3,2.0,1412.0,1953,6037,212324.0
544,3,2.0,1298.0,1955,6037,262053.0
545,3,2.0,1450.0,1956,6037,477000.0
546,4,2.0,1430.0,1953,6037,447000.0
547,5,3.0,1917.0,1954,6037,538477.0
548,3,2.0,1735.0,1965,6037,83621.0
549,3,2.0,1692.0,1963,6037,207836.0
550,3,1.0,1036.0,1955,6037,376000.0
551,3,2.0,1286.0,1956,6037,206241.0
552,4,2.0,1800.0,1960,6037,469000.0
553,3,2.0,1982.0,1958,6037,1012637.0
554,4,4.0,4905.0,1982,6037,1202657.0
555,5,5.0,3413.0,1973,6037,987449.0
556,3,4.0,2699.0,1960,6037,772697.0
557,3,3.0,2543.0,1956,6037,170619.0
558,4,3.0,2530.0,1955,6037,1028145.0
559,5,3.0,2600.0,1962,6037,191943.0
560,3,4.0,2142.0,1955,6037,1294443.0
561,3,3.0,2351.0,1959,6037,622413.0
562,4,3.0,1996.0,1966,6037,150501.0
563,5,6.0,5542.0,1987,6037,2884344.0
564,3,2.0,2150.0,1959,6037,692593.0
565,4,4.0,3044.0,1962,6037,205002.0
566,6,4.0,3458.0,1961,6037,1725000.0
567,4,3.0,3052.0,1962,6037,206861.0
568,3,4.0,3163.0,1961,6037,231093.0
569,3,2.0,2639.0,1957,6037,897192.0
570,5,4.0,3788.0,1926,6037,981460.0
571,5,4.0,2699.0,1948,6037,212520.0
572,4,4.0,3258.0,1948,6037,703084.0
573,4,4.0,5579.0,1989,6037,2114051.0
574,4,3.0,3067.0,1941,6037,192969.0
575,5,5.0,3639.0,1962,6037,1242291.0
576,5,4.0,2912.0,1959,6037,961684.0
577,4,3.0,2025.0,1956,6037,980820.0
578,3,2.0,2034.0,1956,6037,141826.0
579,4,3.0,2449.0,1963,6037,260467.0
580,3,3.0,2574.0,1956,6037,697628.0
581,2,2.0,1901.0,1953,6037,496347.0
